NR_VOTAVEL;CD_CANDIDATO;DS_CARGO;NM_VOTAVEL;NR_PARTIDO;NM_PARTIDO;DT_NASCIMENTO;DS_GENERO;DS_GRAU_INSTRUCAO;DS_COR_RACA;DS_OCUPACAO;DS_ESTADO_CIVIL
9097;893574730;DEPUTADO FEDERAL;JÓ RODRIGUES COSTA DO NASCIMENTO;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;14/09/1991;MASCULINO;SUPERIOR INCOMPLETO;PRETA;SERVIDOR PÚBLICO MUNICIPAL;DIVORCIADO(A)
33312;893540098;DEPUTADO ESTADUAL;MÁRCIA APARECIDA MENDES;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;31/10/1964;FEMININO;SUPERIOR COMPLETO;PRETA;SERVIDOR PÚBLICO MUNICIPAL;SOLTEIRO(A)
35333;893539079;DEPUTADO ESTADUAL;LUCIANA APARECIDA DE PAULA CARVALHO;35;PARTIDO DA MULHER BRASILEIRA;01/09/1980;FEMININO;SUPERIOR INCOMPLETO;BRANCA;SERVIDOR PÚBLICO MUNICIPAL;CASADO(A)
3012;893494515;DEPUTADO FEDERAL;ANTONIO CARLOS DA MOTTA;30;PARTIDO NOVO;20/06/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;GERENTE;CASADO(A)
15321;893506841;DEPUTADO ESTADUAL;RICARDO REIS DE OLIVEIRA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;16/11/1971;MASCULINO;ENSINO MÉDIO INCOMPLETO;PRETA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;CASADO(A)
5132;893517590;DEPUTADO FEDERAL;AMANDA SANTOS DA SILVA;51;PATRIOTA;07/10/1988;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;SOLTEIRO(A)
19313;893507317;DEPUTADO ESTADUAL;ELISÂNGELA VENTURA ROCHA;19;PODEMOS;08/10/1973;FEMININO;SUPERIOR COMPLETO;BRANCA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;SOLTEIRO(A)
28070;893596665;DEPUTADO ESTADUAL;DANIELE ANSELMO DE MORAIS;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;13/08/1992;FEMININO;ENSINO FUNDAMENTAL COMPLETO;BRANCA;AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS;DIVORCIADO(A)
1265;893540588;DEPUTADO FEDERAL;MARIA FABIA DA SILVA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;20/03/1971;FEMININO;SUPERIOR INCOMPLETO;BRANCA;RECEPCIONISTA;DIVORCIADO(A)
29999;893597398;DEPUTADO ESTADUAL;RODRIGO ANTUNES DE LIMA;29;PARTIDO DA CAUSA OPERÁRIA;19/07/1988;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;TELEFONISTA;SOLTEIRO(A)
33290;893540099;DEPUTADO ESTADUAL;MÁRCIA LOPES DE ARAUJO;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;05/01/1978;FEMININO;SUPERIOR INCOMPLETO;PARDA;SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS;SOLTEIRO(A)
2086;893540717;DEPUTADO FEDERAL;JOSE EDSON DE ARAUJO JUNIOR;20;PARTIDO SOCIAL CRISTÃO;09/12/1978;MASCULINO;SUPERIOR COMPLETO;PRETA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;CASADO(A)
55240;893501873;DEPUTADO ESTADUAL;PRISCILA BRUNETTO DE ARAUJO;55;PARTIDO SOCIAL DEMOCRÁTICO;22/08/1983;FEMININO;SUPERIOR COMPLETO;BRANCA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;DIVORCIADO(A)
44002;893498993;DEPUTADO ESTADUAL;MARIA INES PINTO DE OLIVEIRA SANTIAGO;44;UNIÃO BRASIL;11/11/1962;FEMININO;SUPERIOR COMPLETO;PRETA;CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES;CASADO(A)
30301;893494591;DEPUTADO ESTADUAL;EDUARDO ALMEIDA PERES;30;PARTIDO NOVO;25/07/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;SOLTEIRO(A)
3038;893494521;DEPUTADO FEDERAL;GISELE ARANHA SCHOWE;30;PARTIDO NOVO;06/09/1987;FEMININO;SUPERIOR INCOMPLETO;BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;CASADO(A)
15256;893506851;DEPUTADO ESTADUAL;MARCOS ANTONIO GONÇALVES DA SILVA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;13/05/1972;MASCULINO;SUPERIOR COMPLETO;PARDA;PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR;SOLTEIRO(A)
30369;893494631;DEPUTADO ESTADUAL;TIAGO ROCHA FERREIRA;30;PARTIDO NOVO;09/10/1992;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;CABELEIREIRO E BARBEIRO;CASADO(A)
70709;893518541;DEPUTADO ESTADUAL;JORGE SAMPAIO DA SILVA;70;AVANTE;23/04/1962;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;CABELEIREIRO E BARBEIRO;CASADO(A)
1125;893508845;DEPUTADO FEDERAL;JOSÉ BARBOSA DA SILVA;11;PROGRESSISTAS;11/09/1962;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;CABELEIREIRO E BARBEIRO;DIVORCIADO(A)
4098;893548229;DEPUTADO FEDERAL;SEVERINO FRANCISCO DA COSTA;40;PARTIDO SOCIALISTA BRASILEIRO;21/04/1976;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PARDA;CABELEIREIRO E BARBEIRO;CASADO(A)
35667;893539056;DEPUTADO ESTADUAL;FATIMA NASCIMENTO ALEXANDRE;35;PARTIDO DA MULHER BRASILEIRA;03/12/1964;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;CABELEIREIRO E BARBEIRO;DIVORCIADO(A)
36712;893618237;DEPUTADO ESTADUAL;GISELE CRISTINA DOS SANTOS SILVA;36;AGIR;03/09/1980;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;CABELEIREIRO E BARBEIRO;CASADO(A)
55789;893501834;DEPUTADO ESTADUAL;NÚBIA CRISTINA SILVÉRIO;55;PARTIDO SOCIAL DEMOCRÁTICO;08/06/1980;FEMININO;SUPERIOR COMPLETO;BRANCA;ESTETICISTA;CASADO(A)
2783;893592109;DEPUTADO FEDERAL;CARLOS AUGUSTO LESSA;27;DEMOCRACIA CRISTÃ;07/05/1983;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;SOLTEIRO(A)
3618;893613991;DEPUTADO FEDERAL;WILKY ANDRADE OKAGAWA;36;AGIR;27/07/1967;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;DONA DE CASA;SOLTEIRO(A)
2221;893508144;DEPUTADO FEDERAL;VANESSA FERREIRA GOMES;22;PARTIDO LIBERAL;15/11/1988;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;DONA DE CASA;CASADO(A)
800;893498835;1º SUPLENTE;MARIA CRISTINA DAMASIO DE ALMEIDA;80;UNIDADE POPULAR;05/03/1974;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;DONA DE CASA;SOLTEIRO(A)
10030;893536419;DEPUTADO ESTADUAL;EDNA MARIA VERTELLO SILVA;10;REPUBLICANOS;27/11/1964;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;DONA DE CASA;CASADO(A)
2858;893612673;DEPUTADO FEDERAL;ERNESTO FERNANDES DE FREITAS NETO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;08/11/1981;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;AGRICULTOR;SOLTEIRO(A)
77772;893503088;DEPUTADO ESTADUAL;ANA IMACULADA VALERIO;77;SOLIDARIEDADE;01/01/1972;FEMININO;ENSINO MÉDIO INCOMPLETO;BRANCA;AGRICULTOR;SOLTEIRO(A)
1954;893622690;DEPUTADO FEDERAL;CLEIDE FRANCISCO BIZERRA DA SILVA;19;PODEMOS;16/12/1966;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;BRANCA;AGRICULTOR;CASADO(A)
1365;893507480;DEPUTADO FEDERAL;PAULO APARECIDO SILVA CAYRES;13;PARTIDO DOS TRABALHADORES;01/03/1965;MASCULINO;SUPERIOR COMPLETO;BRANCA;TRABALHADOR METALÚRGICO E SIDERÚRGICO;CASADO(A)
16023;893508380;DEPUTADO ESTADUAL;OSVALDO MARIANO DIOGO;16;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;26/12/1965;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;TRABALHADOR DE CONSTRUÇÃO CIVIL;CASADO(A)
3014;893494511;DEPUTADO FEDERAL;SANDRA CAMARINHO DE MACEDO;30;PARTIDO NOVO;26/03/1965;FEMININO;SUPERIOR COMPLETO;BRANCA;CAPITALISTA DE ATIVOS FINANCEIROS;CASADO(A)
1951;893507093;DEPUTADO FEDERAL;JOSÉ AFONSO LOBATO;19;PODEMOS;28/02/1960;MASCULINO;SUPERIOR COMPLETO;BRANCA;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;SOLTEIRO(A)
10224;893536457;DEPUTADO ESTADUAL;MARIA NILZA FERREIRA ALVES;10;REPUBLICANOS;16/12/1964;FEMININO;ENSINO MÉDIO COMPLETO;PARDA;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;DIVORCIADO(A)
19753;893507361;DEPUTADO ESTADUAL;VLADIMIR CODINHOTO;19;PODEMOS;13/10/1967;MASCULINO;SUPERIOR COMPLETO;BRANCA;MILITAR REFORMADO;CASADO(A)
70142;893518532;DEPUTADO ESTADUAL;TIRSO DOS SANTOS JUNIOR;70;AVANTE;28/10/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;MILITAR REFORMADO;CASADO(A)
13580;893508596;DEPUTADO ESTADUAL;CARLOS ALBERTO MARCOS;13;PARTIDO DOS TRABALHADORES;07/10/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO CIVIL APOSENTADO;CASADO(A)
123;893536529;1º SUPLENTE;MARIA AUXILIADORA FIGUEIREDO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;10/01/1950;FEMININO;SUPERIOR COMPLETO;BRANCA;SERVIDOR PÚBLICO CIVIL APOSENTADO;SOLTEIRO(A)
1391;893507490;DEPUTADO FEDERAL;LUCIENE BARROS VERISSIMO DA SILVA;13;PARTIDO DOS TRABALHADORES;01/01/1967;FEMININO;SUPERIOR COMPLETO;PARDA;SERVIDOR PÚBLICO CIVIL APOSENTADO;CASADO(A)
35122;893539018;DEPUTADO ESTADUAL;ANDERSON ROGERIO ALVES;35;PARTIDO DA MULHER BRASILEIRA;13/02/1973;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);DIVORCIADO(A)
7790;893502913;DEPUTADO FEDERAL;MAURICIO CHINAGLIA;77;SOLIDARIEDADE;26/01/1961;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);DIVORCIADO(A)
22600;893506959;DEPUTADO ESTADUAL;UBIRATAN SILVEIRA GARCIA;22;PARTIDO LIBERAL;01/05/1945;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
4448;893498905;DEPUTADO FEDERAL;EDUARDO SANASSAR FONSECA;44;UNIÃO BRASIL;17/08/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SOLTEIRO(A)
50517;893516153;DEPUTADO ESTADUAL;ELIEZER ALMEIDA GUIMARÃES;50;PARTIDO SOCIALISMO E LIBERDADE;15/12/1949;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);VIÚVO(A)
2874;893612725;DEPUTADO FEDERAL;ADEMIR DA PENHA CLEMENTE;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;18/09/1970;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
3051;893494520;DEPUTADO FEDERAL;WALTER FERNANDES DA SILVA;30;PARTIDO NOVO;01/04/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
1554;893508050;DEPUTADO FEDERAL;LUIZ OTAVIO OLIVEIRA CAMPOS;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;27/05/1954;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
2879;893612682;DEPUTADO FEDERAL;LUIZ EDUARDO DAMASCENO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;02/12/1958;MASCULINO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
45845;893508299;DEPUTADO ESTADUAL;NELSA FLORINDA DE QUEIROZ METZLER;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;22/02/1947;FEMININO;ENSINO MÉDIO COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
1210;893540587;DEPUTADO FEDERAL;TELMA GIMENEZ LOUREIRO;12;PARTIDO DEMOCRÁTICO TRABALHISTA;23/02/1964;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);CASADO(A)
10560;893536437;DEPUTADO ESTADUAL;RUTE COSTA SOBRINHA;10;REPUBLICANOS;04/12/1947;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SOLTEIRO(A)
10055;893536416;DEPUTADO ESTADUAL;IARA FRANCISCA DOS SANTOS;10;REPUBLICANOS;13/06/1967;FEMININO;SUPERIOR COMPLETO;BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SOLTEIRO(A)
10770;893536421;DEPUTADO ESTADUAL;MARIA APARECIDA ROQUE DE OLIVEIRA;10;REPUBLICANOS;18/04/1965;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);SOLTEIRO(A)
19667;893507318;DEPUTADO ESTADUAL;MARIA APARECIDA DA COSTA BATISTA;19;PODEMOS;09/07/1957;FEMININO;SUPERIOR COMPLETO;PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);VIÚVO(A)
211;893546251;2º SUPLENTE;FELIPE DE OLIVEIRA QUEIROZ;21;PARTIDO COMUNISTA BRASILEIRO;21/11/1984;MASCULINO;SUPERIOR COMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
30010;893494601;DEPUTADO ESTADUAL;ANDRÉ NALEPA ABBUD;30;PARTIDO NOVO;11/02/2000;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
1413;893501652;DEPUTADO FEDERAL;DAVID DE AMORIM CALDAS;14;PARTIDO TRABALHISTA BRASILEIRO;18/02/2001;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
3348;893510788;DEPUTADO FEDERAL;GLÁUCIA ASSUNÇÃO DE OLIVEIRA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;01/05/1984;FEMININO;ENSINO MÉDIO COMPLETO;PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;CASADO(A)
2133;893537405;DEPUTADO FEDERAL;MARIA JULIA SARAIVA DE CARVALHO;21;PARTIDO COMUNISTA BRASILEIRO;30/04/1998;FEMININO;SUPERIOR INCOMPLETO;BRANCA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;SOLTEIRO(A)
3357;893510771;DEPUTADO FEDERAL;AMARO MACHADO SOARES NETO;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;03/11/1984;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
2949;893596849;DEPUTADO FEDERAL;GABRIEL MARQUES DA COSTA;29;PARTIDO DA CAUSA OPERÁRIA;07/06/1983;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
51007;893518243;DEPUTADO ESTADUAL;CLAUDIO SEBASTIÃO AGUIAR;51;PATRIOTA;20/01/1962;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
70050;893518591;DEPUTADO ESTADUAL;JURANDIR FERREIRA SILVA;70;AVANTE;19/06/1960;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
51447;893518304;DEPUTADO ESTADUAL;CARLOS ALBERTO FABRINI;51;PATRIOTA;19/10/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
7797;893502932;DEPUTADO FEDERAL;CLAUDIO FREITAS;77;SOLIDARIEDADE;01/07/1972;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
5161;893517605;DEPUTADO FEDERAL;EDISON DE OLIVEIRA;51;PATRIOTA;02/10/1967;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
5155;893517596;DEPUTADO FEDERAL;ANDRE EDUARDO RIBEIRO;51;PATRIOTA;26/08/1973;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
3317;893510809;DEPUTADO FEDERAL;ROMÁRIO SANTOS ALVES;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;19/04/1994;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
33888;893540119;DEPUTADO ESTADUAL;CAIO HENRIQUE DA SILVA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;08/06/1990;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;SOLTEIRO(A)
14250;893511794;DEPUTADO ESTADUAL;EMERSON PEREIRA BATISTA;14;PARTIDO TRABALHISTA BRASILEIRO;14/02/1976;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
77888;893503114;DEPUTADO ESTADUAL;CARLOS AUGUSTO DOS SANTOS;77;SOLIDARIEDADE;24/05/1964;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
18888;893516168;DEPUTADO ESTADUAL;VICTOR AUGUSTO LINS MENDES;18;REDE SUSTENTABILIDADE;10/05/1990;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
28788;893596697;DEPUTADO ESTADUAL;FRANCISCO UELITON DE OLIVEIRA SOUZA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;06/08/1971;MASCULINO;ENSINO MÉDIO COMPLETO;BRANCA;OUTROS;CASADO(A)
27011;893589374;DEPUTADO ESTADUAL;ALEXANDRE HARTMANN;27;DEMOCRACIA CRISTÃ;06/10/1970;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;DIVORCIADO(A)
3617;893613995;DEPUTADO FEDERAL;ROBSON INACIO GOMES;36;AGIR;25/01/1971;MASCULINO;ENSINO MÉDIO COMPLETO;PARDA;OUTROS;CASADO(A)
2901;893596845;DEPUTADO FEDERAL;LEANDRO PAGGIARO CORREA DE ARRUDA;29;PARTIDO DA CAUSA OPERÁRIA;29/05/1982;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
3378;893510791;DEPUTADO FEDERAL;HELTON MICHAEL LEITE FERREIRA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;18/12/1975;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
70677;893518608;DEPUTADO ESTADUAL;ROGÉRIO MACIEL MONTEIRO JUNIOR;70;AVANTE;27/05/1996;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;CASADO(A)
1600;893508238;DEPUTADO FEDERAL;CLAUDIO DONIZETE DOS REIS;16;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;24/08/1973;MASCULINO;ENSINO MÉDIO COMPLETO;PRETA;OUTROS;CASADO(A)
5511;893501790;DEPUTADO FEDERAL;ANDRÉ MAXIMILIANO MORON MACHADO;55;PARTIDO SOCIAL DEMOCRÁTICO;02/05/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
10060;893536451;DEPUTADO ESTADUAL;JORGE LUIS DE SOUZA RODRIGUES;10;REPUBLICANOS;27/08/1962;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
20200;893540615;DEPUTADO ESTADUAL;WELINGTON APARECIDO ALFREDO;20;PARTIDO SOCIAL CRISTÃO;21/11/1986;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
1566;893508105;DEPUTADO FEDERAL;MARCELO DA SILVA;15;MOVIMENTO DEMOCRÁTICO BRASILEIRO;09/05/1968;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
1105;893508857;DEPUTADO FEDERAL;MARCELO MARQUES DE SOUZA;11;PROGRESSISTAS;18/09/1979;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
4580;893508972;DEPUTADO FEDERAL;SAMUEL MOREIRA DA SILVA JUNIOR;45;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;09/02/1963;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
4420;893498895;DEPUTADO FEDERAL;SILVIO FELIX DA SILVA;44;UNIÃO BRASIL;10/02/1964;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
50505;893516219;DEPUTADO ESTADUAL;BRUNO VIEIRA MAIA;50;PARTIDO SOCIALISMO E LIBERDADE;13/04/1981;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
22422;893506958;DEPUTADO ESTADUAL;PAULO JORGE MANSUR NETO;22;PARTIDO LIBERAL;31/07/1981;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
11050;893509126;DEPUTADO ESTADUAL;JOÃO ROBERTO DE SIQUEIRA;11;PROGRESSISTAS;02/09/1960;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
5030;893510643;DEPUTADO FEDERAL;ALVARO EXPEDITO JERONYMO;50;PARTIDO SOCIALISMO E LIBERDADE;18/05/1968;MASCULINO;SUPERIOR COMPLETO;PRETA;OUTROS;SOLTEIRO(A)
2844;893612736;DEPUTADO FEDERAL;MARCOS ROBERTO DIAS DE OLIVEIRA;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;06/03/1970;MASCULINO;SUPERIOR COMPLETO;BRANCA;OUTROS;CASADO(A)
28285;893596669;DEPUTADO ESTADUAL;LEANDRO FERREIRA FELICIANO;28;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;04/08/1983;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;VIÚVO(A)
27541;893589377;DEPUTADO ESTADUAL;WILSON ALVES DOS SANTOS;27;DEMOCRACIA CRISTÃ;10/08/1954;MASCULINO;SUPERIOR COMPLETO;PARDA;OUTROS;CASADO(A)
22047;893506984;DEPUTADO ESTADUAL;VICENTE PAULA RIBEIRO;22;PARTIDO LIBERAL;03/02/1947;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;DIVORCIADO(A)
90600;893616295;DEPUTADO ESTADUAL;VICTOR GUATELLI CAVALCANTE;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;10/12/2001;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
33015;893540117;DEPUTADO ESTADUAL;ANDREY PEDRO PEREIRA DE ALMEIDA;33;PARTIDO DA MOBILIZAÇÃO NACIONAL;26/08/1985;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;CASADO(A)
18109;893516228;DEPUTADO ESTADUAL;ISTÊNIO VIANA MELLO;18;REDE SUSTENTABILIDADE;09/01/1982;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
36030;893618220;DEPUTADO ESTADUAL;JOSE FERNANDES DE OLIVEIRA BARBOSA;36;AGIR;03/01/1964;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
12120;893540454;DEPUTADO ESTADUAL;JOÃO VICTOR MATTA DIAS FERREIRA;12;PARTIDO DEMOCRÁTICO TRABALHISTA;30/08/1997;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
18800;893516178;DEPUTADO ESTADUAL;HONÓRIO MARQUES DA SILVA;18;REDE SUSTENTABILIDADE;24/12/1962;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;CASADO(A)
90013;893616304;DEPUTADO ESTADUAL;ERISVALDO DE SOUSA AGUIAR;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;07/05/1985;MASCULINO;SUPERIOR INCOMPLETO;PARDA;OUTROS;SOLTEIRO(A)
20322;893540602;DEPUTADO ESTADUAL;LENILSON ALVES DE LIMA;20;PARTIDO SOCIAL CRISTÃO;23/03/1976;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;CASADO(A)
2093;893540696;DEPUTADO FEDERAL;ORLANDO JOSE LIMA MOREIRA;20;PARTIDO SOCIAL CRISTÃO;04/04/1994;MASCULINO;SUPERIOR INCOMPLETO;BRANCA;OUTROS;SOLTEIRO(A)
3685;893613996;DEPUTADO FEDERAL;MARCOS DE BARROS GABRIEL;36;AGIR;21/11/1981;MASCULINO;SUPERIOR INCOMPLETO;PRETA;OUTROS;SOLTEIRO(A)
13650;893508620;DEPUTADO ESTADUAL;MARCELO RIBEIRO DA SILVA;13;PARTIDO DOS TRABALHADORES;30/10/1972;MASCULINO;SUPERIOR INCOMPLETO;PRETA;OUTROS;CASADO(A)
9058;893574745;DEPUTADO FEDERAL;WILSON JOÃO DA TRINDADE;90;PARTIDO REPUBLICANO DA ORDEM SOCIAL;22/02/1958;MASCULINO;SUPERIOR INCOMPLETO;PARDA;OUTROS;SEPARADO(A) JUDICIALMENTE
70003;893621178;DEPUTADO ESTADUAL;DONATO DOS SANTOS SILVA;70;AVANTE;26/06/1964;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;DIVORCIADO(A)
65012;893508613;DEPUTADO ESTADUAL;GERSON BARBOSA DE SOUSA;65;PARTIDO COMUNISTA DO BRASIL;12/10/1965;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;PARDA;OUTROS;CASADO(A)
14040;893511784;DEPUTADO ESTADUAL;LUIS FERNANDO DA SILVA;14;PARTIDO TRABALHISTA BRASILEIRO;13/02/1983;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;PRETA;OUTROS;SOLTEIRO(A)
